dia,coef_regresion,p_value,trades
2017-08-15,-2.713011207209637e-06,0.4917976199987245,109
2017-08-16,-2.404519942695107e-06,0.5026526450021163,171
2017-08-17,7.2394814558776465e-06,0.009784105434043226,122
2017-08-18,8.07698033004987e-06,0.22484928145514968,34
2017-08-22,1.0295971850287934e-05,0.005547977724847641,165
2017-08-23,2.9583098231002792e-06,0.6973138095503317,137
2017-08-24,9.908265486003836e-06,0.17282246988397074,182
2017-08-25,8.799386670049568e-06,0.158953695898618,136
2017-08-28,1.622210241141751e-05,0.008353885054572113,133
2017-08-29,1.2860359435392636e-06,0.7439443572056617,95
2017-08-30,-5.676857326479743e-07,0.9310764067931976,103
2017-08-31,4.5673756709790336e-07,0.7520499959624252,143
