dia,coef_regresion,p_value,trades
2017-08-14,7.92118413729679e-06,0.00437428461650734,328
2017-08-15,2.35693381323577e-06,0.07670115947847374,335
2017-08-16,1.791547832823723e-07,0.9409956808587567,433
2017-08-17,9.38393825939092e-06,0.003682638156103369,239
2017-08-18,1.0544648935575863e-05,0.063450189667408,216
2017-08-22,1.2326050789280043e-06,0.7454511988189843,241
2017-08-23,1.0022461795762735e-05,0.003019031054948851,236
2017-08-24,-6.738909082607718e-06,2.9360567098710158e-05,214
2017-08-25,7.318723794239826e-07,0.2795944276326601,339
2017-08-28,2.0743011424448205e-06,0.10105665845577809,457
2017-08-29,1.9459417484991422e-06,0.43331158702392236,294
2017-08-30,8.856004529707495e-07,0.6582564085786321,296
2017-08-31,9.184329774667648e-07,0.3692774722782556,273
